,Local,Data do Sorteio,Coluna 1,Coluna 2,Coluna 3,Coluna 4,Coluna 5,Coluna 6,Ganhadores Faixa 1,Ganhadores Faixa 2,Ganhadores Faixa 3,Rateio Faixa 1,Rateio Faixa 2,Rateio Faixa 3,Cidade,Valor Arrecadado,Estimativa para o próximo concurso,Valor Acumulado Próximo Concurso,Acumulado,Sorteio Especial
1340,"ARARAQUARA, SP",2011-11-30,1,11,20,37,40,52,0,90,6566,0,26529.68,519.48,,40783200,25000000,58153476.7,SIM,SIM
1341,"ARARAQUARA, SP",2011-12-03,5,7,42,46,50,60,0,102,8092,0,27452.98,494.35,,47829560,31000000,58890372.31,SIM,SIM
1342,"BIRIGUI, SP",2011-12-07,19,20,31,42,51,56,0,58,6113,0,50455.78,683.89,,49985698,37000000,59660486.92,SIM,SIM
1343,"BIRIGUI, SP",2011-12-10,8,19,21,36,42,59,3,236,13393,12497169.8,14632.94,368.35,ESTÂNCIA VELHA RS FLORIANÓPOLIS SC TAUBATÉ SP,58986186,20000000,60569269.32,NAO,SIM
1344,"SÃO PAULO, SP",2011-12-14,7,17,19,26,40,50,0,74,6043,0,28067.82,491,,35477030,24000000,61115853.23,SIM,SIM
1345,"ITAPETINGA, BA",2011-12-17,12,32,40,47,48,59,1,57,5205,24409476.19,45369.34,709.77,CURITIBA PR,44171706,2000000,61796393.4,NAO,SIM
1346,"JANAÚBA, MG",2011-12-20,9,19,45,46,54,56,0,38,2940,0,24020.82,443.53,,15591154,4000000,62036601.62,SIM,SIM
1347,"SÃO PAULO, SP",2011-12-22,7,12,38,39,45,56,0,89,5009,0,15808.64,401.26,,24032082,7000000,62406856.67,SIM,SIM
1348,"JANAÚBA, MG",2011-12-24,9,19,20,50,51,60,1,168,7012,7099412.95,9132.18,312.56,JUIZ DE FORA MG,26205394,170000000,72672429.3,NAO,SIM
1349,"SÃO PAULO, SP",2011-12-31,3,4,29,36,45,55,5,954,85582,35523497.52,33711.3,536.83,RUSSAS CE BRASÍLIA DF CARMO DO CAJURU MG BELÉM PA MAUÁ SP,549326718,2500000,0,NAO,SIM
1350,"TRÊS RIOS, RJ",2012-01-04,13,33,36,41,50,56,0,34,3264,0,35012.63,521.02,,20333424,4700000,313270.94,SIM,SIM
1351,"TRÊS RIOS, RJ",2012-01-07,9,18,24,35,36,59,0,75,6632,0,21559.89,348.3,,27619428,8000000,738795.15,SIM,SIM
1352,"Paraíba do Sul, RJ",2012-01-11,3,11,13,27,32,47,1,161,10308,8311160.99,10586.03,236.2,SÃO LEOPOLDO RS,29111596,2000000,1187308.75,NAO,SIM
1353,"Paraíba do Sul, RJ",2012-01-14,2,8,38,42,48,49,1,71,4842,2815977.4,21530.61,451.01,INDAIAL SC,26110882,9500000,1589591.26,NAO,SIM
1354,"PRAIA GRANDE, SP",2012-01-18,11,17,24,39,46,49,0,133,6490,0,12427.32,363.81,,28231626,13500000,2024547.42,SIM,SIM
1355,"PRAIA GRANDE, SP",2012-01-21,6,13,21,22,31,46,0,90,7070,0,22697.17,412.75,,34891612,18000000,2562111.99,SIM,SIM
1356,"SANTOS, SP",2012-01-25,1,19,24,26,52,55,0,116,6940,0,17572.17,419.59,,34816916,21500000,3098525.73,SIM,SIM
1357,"Santos, SP",2012-01-28,3,15,16,35,37,47,0,145,10440,0,16856.7,334.45,,41749108,27000000,3741741.67,SIM,SIM
1358,"GAROPABA, SC",2012-02-01,6,10,12,17,28,53,0,254,13663,0,10009.69,265.83,,43427112,45000000,4410810.11,SIM,SIM
1359,"GAROPABA, SC",2012-02-04,2,16,17,25,50,54,2,112,9880,22673254.06,30004.55,485.9,ARAPIRACA AL ITAÚNA MG,57400014,2500000,5295154.83,NAO,SIM
1360,"TRAMANDAÍ, RS",2012-02-08,23,27,30,37,38,44,0,38,3381,0,36490.98,585.9,,23685136,5000000,5660064.59,SIM,SIM
1361,"TRAMANDAÍ, RS",2012-02-11,2,12,19,22,36,58,3,129,8825,1924196.22,13542.9,282.8,VITÓRIA ES AMERICANA SP SÃO PAULO SP,29840642,2000000,6119810.37,NAO,SIM
1362,"GUARANÉSIA, MG",2012-02-15,25,35,42,45,52,57,0,36,2744,0,36166.13,677.83,,22238800,5000000,6462436.87,SIM,SIM
1363,"GUARANÉSIA, MG",2012-02-18,10,13,20,40,44,53,0,60,4436,0,26450.47,511.08,,27107626,19000000,6880075.89,SIM,SIM
1364,"SÃO PAULO, SP",2012-02-22,2,24,26,32,35,50,0,52,3368,0,23397.34,516.05,,20781492,22000000,7200250.08,SIM,SIM
1365,"CAPÃO DA CANOA, RS",2012-02-25,12,27,37,44,54,59,1,124,7974,22902720.55,19590.46,435.2,CUIABÁ MT,41492838,2000000,7839517.74,NAO,SIM
1366,"IGARAPÉ, MG",2012-03-01,2,7,13,29,38,43,0,111,6443,0,9193.08,226.25,,17429746,3800000,8108052.58,SIM,SIM
1367,"IGARAPÉ, MG",2012-03-03,10,21,26,29,32,38,1,34,4447,4873830.43,47804.75,522.13,MORRETES PR,27762382,2000000,8535779.24,NAO,SIM
1368,"TIETÊ, SP",2012-03-07,5,16,24,32,38,46,0,195,7636,0,6509.72,237.48,,21682238,14500000,8869830.97,SIM,SIM
1369,"TIETÊ, SP",2012-03-10,2,4,5,27,49,59,2,115,9979,7499281.75,18434.86,303.49,SALVADOR BA,36211332,2000000,9427728.06,NAO,SIM
1370,"ITUPORANGA, SC",2012-03-14,3,4,8,11,47,49,0,101,7421,0,12265.25,238.47,,21159460,5000000,9753725.5,SIM,SIM
1371,"ITUPORANGA, SC",2012-03-17,3,36,40,46,58,60,0,48,4069,0,34817.31,586.74,,28545872,9000000,10193523.16,SIM,SIM
1372,"SÃO PAULO, SP",2012-03-21,7,27,39,52,55,57,1,73,6082,8520148.41,23495.92,402.87,IPATINGA MG,29296932,2000000,10644892.18,NAO,SIM
1373,"CAÇADOR, SC",2012-03-24,6,21,28,31,33,43,0,32,3575,0,44298.35,566.45,,24212762,15000000,11017930.91,SIM,SIM
1374,"CHARQUEADAS, RS",2012-03-28,14,25,28,45,53,58,2,121,7136,7822077.02,16066.97,389.19,FOZ DO IGUAÇU PR SÃO PAULO SP,33206740,2000000,11529537.16,NAO,SIM
1375,"CHARQUEADAS, RS",2012-03-31,9,11,21,49,53,54,0,57,4091,0,25317.58,503.92,,24649260,5500000,11909300.9,SIM,SIM
1376,"RIO GRANDE, RS",2012-04-04,2,5,12,13,25,35,1,175,12352,5600981.17,9128.17,184.75,RIO DE JANEIRO RJ,27285304,2000000,12329677.36,NAO,SIM
1377,"RIO GRANDE, RS",2012-04-07,2,5,17,18,54,59,0,74,5614,0,15789.08,297.31,,19957006,5000000,12637148.96,SIM,SIM
1378,"ITAJAÍ, SC",2012-04-11,5,12,36,45,50,58,0,61,5455,0,24980.79,399.06,,26028118,17000000,13038156.32,SIM,SIM
1379,"ITAJAÍ, SC",2012-04-14,3,14,52,55,57,60,0,100,6994,0,23424.79,478.46,,40011288,23000000,13654598.19,SIM,SIM
1380,"ITAPEMA, SC",2012-04-18,11,27,30,40,44,57,1,109,7087,22817234.34,23177.49,509.25,SÃO PAULO SP,43151892,2000000,14319426.39,NAO,SIM
1381,"ITAPEMA, SC",2012-04-20,5,13,16,17,27,55,0,70,6131,0,14068.17,229.45,,16820638,4500000,14578576.91,SIM,SIM
1382,"FORQUILHINHA, SC",2012-04-25,7,9,23,44,46,55,0,106,6224,0,14064.76,342.19,,25465080,7500000,14970909.73,SIM,SIM
1383,"FORQUILHINHA, SC",2012-04-28,2,18,30,31,45,56,2,56,5010,4030007.03,33924.99,541.71,LONDRINA PR SÃO CAETANO DO SUL SP,32449994,14000000,15470857.02,NAO,SIM
1384,"ANASTÁCIO, MS",2012-05-02,27,35,36,37,42,59,1,52,4170,13402970.05,28177.29,501.95,ITATIBA SP,25027030,2000000,15856440.95,NAO,SIM
1385,"ANASTÁCIO, MS",2012-05-05,12,28,38,39,51,56,0,27,3462,0,54363.88,605.68,,25071540,6000000,16242710.61,SIM,SIM
1386,"SÃO PAULO, SP",2012-05-09,18,27,32,43,50,52,0,47,3492,0,34677.09,666.75,,27838600,9000000,16671611.54,SIM,SIM
1387,"MINAÇU, GO",2012-05-12,22,29,31,43,50,54,0,48,4047,0,42785.64,724.95,,35078914,14000000,17212061.81,SIM,SIM
1388,"MARINGÁ, PR",2012-05-16,1,16,28,39,44,57,1,146,7397,13488668.85,14870.28,419.29,CORRENTE PI,37083342,13000000,17783393.69,NAO,SIM
1389,"MARINGÁ, PR",2012-05-19,4,19,27,28,29,31,2,149,7924,6920519.93,13356.03,358.77,FORTALEZA CE CORUMBÁ MS,33991512,2000000,18307090.69,NAO,SIM
1390,"PIRACICABA, SP",2012-05-23,7,12,19,34,40,53,0,74,5293,0,17006.16,339.65,,21495362,5000000,18638263.26,SIM,SIM
1391,"PIRACICABA, SP",2012-05-26,2,8,12,28,33,43,0,116,8651,0,14023.2,268.62,,27785084,10000000,19066339.69,SIM,SIM
1392,"CAMPO MAIOR, PI",2012-05-30,4,18,24,28,39,44,1,86,5717,8139697.37,17831.94,383.2,GOVERNADOR VALADARES MG,26194122,2000000,19469904.65,NAO,SIM
1393,"CAMPO MAIOR, PI",2012-06-02,11,16,24,35,46,50,0,32,4092,0,45243.54,505.44,,24729388,15000000,19850902.89,SIM,SIM
1394,"JACUTINGA, MG",2012-06-06,5,11,17,19,44,48,0,245,13657,0,8770.07,224.75,,36700846,20000000,20416341.78,SIM,SIM
1395,"JACUTINGA, MG",2012-06-09,29,48,52,54,55,58,0,44,4577,0,51823.24,711.7,,38947900,25000000,21016400.35,SIM,SIM
1396,"REDENÇÃO, PA",2012-06-13,3,4,7,15,27,56,0,249,18115,0,11336.06,222.59,,48213450,31000000,21759210.45,SIM,SIM
1397,"REDENÇÃO, PA",2012-06-16,14,32,33,40,42,51,0,75,7149,0,43777.11,656.09,,56080918,37000000,22623232.27,SIM,SIM
1398,"SÃO PAULO, SP",2012-06-20,34,39,43,56,57,60,2,648,9834,19136470.53,5950.16,560.11,JARAGUÁ GO CURITIBA PR,65858258,20000000,23637890.6,NAO,SIM
1399,"OURILÂNDIA DO NORTE, PA",2012-06-23,9,26,34,43,53,54,0,72,6208,0,30435.06,504.26,,37429448,25000000,24214554.83,SIM,SIM
1400,"PARAUAPEBAS, PA",2012-06-27,11,12,25,33,48,54,1,233,11965,25157779.26,10387.41,288.96,NAVIRAÍ MS,41339942,2000000,24851466.86,NAO,SIM
1401,"BRASÍLIA, DF",2012-06-30,2,9,10,21,27,38,0,101,7929,0,15262.45,277.73,,26330100,6000000,25257126.79,SIM,SIM
1402,"UNAÍ, MG",2012-07-04,13,16,20,26,39,42,0,95,6176,0,19010.85,417.75,,30848352,10000000,25732398.05,SIM,SIM
1403,"UNAÍ, MG",2012-07-07,7,8,27,31,32,51,0,88,7470,0,25404.89,427.54,,38186236,27000000,26320721.89,SIM,SIM
1404,"IPAMERI, GO",2012-07-11,3,14,17,32,37,39,1,315,15516,27622910.73,9536.48,276.58,CURITIBA PR,51310412,2500000,27111245.95,NAO,SIM
1405,"IPAMERI, GO",2012-07-14,7,10,17,24,38,57,0,134,9133,0,12809.17,268.48,,29317880,6000000,27562937.71,SIM,SIM
1406,"GUAXUPÉ, MG",2012-07-18,18,29,31,42,43,53,0,53,3583,0,34598.18,731.11,,31321024,11000000,28045491.3,SIM,SIM
1407,"GUAXUPÉ, MG",2012-07-21,4,19,20,24,39,43,0,118,8075,0,19353.93,404.02,,39008398,16000000,28646481.94,SIM,SIM
1408,"CAETITÉ, BA",2012-07-25,6,19,26,47,50,58,0,96,6846,0,25376.4,508.35,,41611002,33000000,29287570.12,SIM,SIM
1409,"CAETITÉ, BA",2012-07-28,18,29,40,42,50,54,0,70,6917,0,48372.46,699.32,,57836634,42000000,30178641.72,SIM,SIM
1410,"GUANAMBI, BA",2012-08-01,8,12,32,44,46,48,2,360,21016,21505646.36,12795.43,313.11,ARAUCÁRIA PR SÃO BERNARDO DO CAMPO SP,78679980,3000000,31390840.47,NAO,SIM
1411,"GUANAMBI, BA",2012-08-04,6,8,24,37,41,45,1,103,6893,3288513.09,17331.97,369.98,COLATINA ES,30492424,2000000,31860628.06,NAO,SIM
1412,"SÃO PAULO, SP",2012-08-07,13,15,33,45,54,55,0,70,3887,0,12672.64,326.02,,15152076,4000000,32094071.54,SIM,SIM
1413,"ASCURRA, SC",2012-08-09,21,37,44,46,49,57,0,36,3349,0,41848.78,642.64,,25733096,22000000,32490533.6,SIM,SIM
1414,"ASCURRA, SC",2012-08-11,26,36,40,46,49,51,0,39,3766,0,61075.63,903.55,,40685478,28000000,33117362.51,SIM,SIM
1415,"SOROCABA, SP",2012-08-15,3,19,22,24,35,49,2,206,14457,14192091.49,14477.96,294.71,BRASÍLIA DF ESTRELA DO NORTE SP,50942620,2500000,33902220.11,NAO,SIM
1416,"SOROCABA, SP",2012-08-18,5,12,45,52,56,59,4,83,6383,773932.3,20247.46,376.11,NOVA GLÓRIA GO CORONEL FABRICIANO MG BOM PRINCÍPIO RS GUARULHOS SP,28704854,2000000,34344467.15,NAO,SIM
1417,"TAQUARITINGA, SP",2012-08-22,7,8,10,12,27,56,0,188,11107,0,7637.07,184.66,,24524004,5600000,34722301.1,SIM,SIM
1418,"TAQUARITINGA, SP",2012-08-25,17,21,30,48,52,58,0,56,3828,0,32191.4,672.75,,30791774,22000000,35196700.69,SIM,SIM
1419,"MORRINHOS, GO",2012-08-29,2,11,16,18,36,45,0,129,9189,0,18723.93,375.5,,41256602,28000000,35832328.73,SIM,SIM
1420,"MORRINHOS, GO",2012-09-01,19,31,39,44,53,59,1,142,8046,27700609.77,20561.45,518.39,SÃO PAULO SP,49871110,2500000,36600677.91,NAO,SIM
1421,"SÃO LUÍS, MA",2012-09-05,2,5,13,17,39,44,1,250,12007,2662243.82,5780.87,171.94,CAÇAPAVA SP,24685402,2000000,36980998.47,NAO,SIM
1422,"SÃO LUÍS, MA",2012-09-08,3,8,21,25,27,43,3,187,8340,729819.96,6355.96,203.59,MANAUS AM JABOATÃO DOS GUARARAPES PE MAUÁ SP,20301558,2000000,37293778.46,NAO,SIM
1423,"SÃO PAULO, SP",2012-09-12,3,7,15,29,38,60,0,83,6625,0,16458.38,294.56,,23333070,17000000,37653264.05,SIM,SIM
1424,"DIAMANTINA, MG",2012-09-15,7,16,29,36,38,50,1,82,6460,17534538.97,27866.19,505.31,RIO DE JANEIRO RJ,39029976,2000000,38254587.13,NAO,SIM
1425,"SÃO MATEUS, ES",2012-09-19,6,15,18,24,30,44,0,67,5957,0,19687.18,316.32,,22530210,5500000,38601703.29,SIM,SIM
1426,"SÃO MATEUS, ES",2012-09-22,8,39,44,47,53,56,0,73,4824,0,23322.46,504.18,,29080638,9000000,39049739.92,SIM,SIM
1427,"MANGARATIBA, RJ",2012-09-26,7,15,19,34,37,55,1,204,9777,8826040.59,8674.99,258.58,RECIFE PE,30227772,2000000,39515450.1,NAO,SIM
1428,"MANGARATIBA, RJ",2012-09-29,9,12,22,39,48,60,0,59,4805,0,25259.36,443.08,,25455478,16000000,39907634.98,SIM,SIM
1429,"SÃO PAULO, SP",2012-10-03,2,19,22,30,46,52,0,87,6685,0,26310.37,489.15,,39097864,22000000,40510004.01,SIM,SIM
1430,"SÃO MARCOS, RS",2012-10-06,5,9,13,33,40,54,0,278,17721,0,10435.48,233.86,,49552308,28000000,41273441.49,SIM,SIM
1431,"TOLEDO, PR",2012-10-10,16,24,25,42,45,59,0,124,10268,0,24792.19,427.71,,52510170,35000000,42082449.86,SIM,SIM
1432,"TOLEDO , PR",2012-10-13,4,13,14,40,46,52,1,124,9358,33905517.49,26342.96,498.66,VIÇOSA DO CEARÁ CE,55794726,2000000,42942062.39,NAO,SIM
1433,"SANTA CRUZ DO SUL, RS",2012-10-17,3,18,22,34,55,58,2,116,6335,1352380.47,12657.75,331.1,LUIZ ALVES SC Ribeirão Preto SP,25079638,19000000,43328456.82,NAO,SIM
1434,"SANTA CRUZ DO SUL, RS",2012-10-20,4,15,45,47,50,52,0,93,6915,0,26165.43,502.71,,41564024,25000000,43968821.22,SIM,SIM
1435,"VITÓRIA, ES",2012-10-24,1,13,23,24,30,57,0,127,9275,0,21218.15,415.04,,46027556,30000000,44677953.92,SIM,SIM
1436,"VITÓRIA, ES",2012-10-27,22,23,26,37,38,48,0,107,8856,0,33311.44,574.96,,60881314,38000000,45615933.98,SIM,SIM
1437,"MORUNGABA, SP",2012-10-31,7,14,31,33,36,49,2,712,19524,19240377.33,5654.86,294.6,SÃO PAULO SP,68771562,2500000,46675476.71,NAO,SIM
1438,"MORUNGABA, SP",2012-11-03,2,34,35,42,43,55,0,45,3961,0,32387.25,525.63,,24893922,25000000,47059009.86,SIM,SIM
1439,"REALEZA, PR",2012-11-07,2,6,28,36,51,56,1,148,11068,24405605.1,19463.78,371.81,RIALMA GO,49203458,2000000,47817072.71,NAO,SIM
1440,"REALEZA, PR",2012-11-10,17,29,36,38,53,56,0,66,5471,0,26165.75,450.93,,29497406,6700000,48271530.35,SIM,SIM
1441,"CASCAVEL, PR",2012-11-14,12,13,20,30,34,49,0,80,6274,0,25198.19,459,,34432308,11000000,48802018.55,SIM,SIM
1442,"CASCAVEL, PR",2012-11-17,12,20,32,48,52,54,0,72,5984,0,29228.38,502.39,,35945462,15000000,49355819.46,SIM,SIM
1443,"QUATIS, RJ",2012-11-21,2,5,27,28,48,55,0,175,11165,0,13021.24,291.56,,38922186,32000000,49955481.87,SIM,SIM
1444,"QUATIS, RJ",2012-11-24,5,19,32,41,49,58,1,133,10497,33883410.57,25183.96,455.83,ARAXÁ MG,57211388,2500000,50836920.5,NAO,SIM
1445,"JAGUAPITÃ, PR",2012-11-28,6,13,24,32,40,51,1,87,5521,2639040.77,16466.92,370.69,RIBEIRÃO PIRES SP,24470254,2500000,51213926.34,NAO,SIM
1446,"JAGUAPITÃ, PR",2012-12-01,1,19,28,33,39,41,0,51,4339,0,32040.96,538,,27911454,6000000,51643949.71,SIM,SIM
1447,"SÃO PAULO, SP",2012-12-05,1,25,29,36,56,60,0,83,6212,0,21898.01,417.97,,31044854,10000000,52122248.43,SIM,SIM
1448,"SÃO PAULO, SP",2012-12-08,2,6,18,30,52,56,0,116,8481,0,18517.69,361.82,,36690336,27000000,52687525.39,SIM,SIM
1449,"CARMO DO RIO CLARO, MG",2012-12-12,26,27,31,38,44,45,0,88,7146,0,30888.14,543.39,,46428132,33000000,53402829.63,SIM,SIM
1450,"CARMO DO RIO CLARO, MG",2012-12-15,2,10,11,33,52,57,0,164,12868,0,19191.54,349.41,,53760158,40000000,54231096.19,SIM,SIM
1451,"SÃO PAULO, SP",2012-12-18,2,14,28,50,57,58,0,60,5878,0,36504.89,532.32,,37411840,41000000,54807489.15,SIM,SIM
1452,"MACEIÓ, AL",2012-12-20,6,13,25,32,47,57,0,282,14237,0,10734.25,303.74,,51704394,48000000,55604083.17,SIM,SIM
1453,"SÃO PAULO, SP",2012-12-22,4,27,29,41,48,52,0,144,11007,0,23883.32,446.36,,58744064,230000000,122411671.25,SIM,SIM
1454,"SÃO PAULO, SP",2012-12-31,14,32,33,36,41,52,3,1368,113258,81594699.72,27413.18,473.01,APARECIDA DE GOIÂNIA GO FRANCA SP SÃO PAULO SP,640548924,2500000,0,NAO,SIM
1455,"SÃO PAULO, SP",2013-01-02,6,8,14,26,36,40,0,24,2685,0,29713.02,379.41,,12180490,3500000,187661.16,SIM,SIM
1456,"SÃO VICENTE, SP",2013-01-05,15,16,34,42,46,59,0,96,6867,0,18748.79,374.43,,30743352,7500000,661314.73,SIM,SIM
1457,"SÃO PAULO, SP",2013-01-09,2,4,16,33,44,51,0,134,9515,0,15358.12,308.98,,35151968,13000000,1202890.51,SIM,SIM
1458,"PENEDO, AL",2013-01-12,2,6,30,34,35,52,1,147,11563,13246202.09,17821.85,323.66,LAGES SC,44748336,13000000,1892314.64,NAO,SIM
1459,"ARIQUEMES, RO",2013-01-16,4,14,27,38,50,52,0,103,7074,0,20925.78,435.26,,36815066,17000000,2459513.28,SIM,SIM
1460,"ARIQUEMES, RO",2013-01-19,31,36,44,47,49,54,0,99,6683,0,27077.55,573.02,,45787974,23000000,3164954.8,SIM,SIM
1461,"SÃO PAULO, SP",2013-01-23,5,9,25,27,38,40,1,392,12264,22470803.48,7251.21,331.1,SÃO PAULO SP,48551594,2000000,3912974.58,NAO,SIM
1462,"OURO PRETO DO OESTE, RO",2013-01-26,13,22,28,29,40,48,0,46,4520,0,35283.98,512.97,,27723126,6000000,4340096.43,SIM,SIM
1463,"JUAZEIRO DO NORTE, CE",2013-01-30,2,24,32,50,54,59,0,76,5570,0,23495.23,457.97,,30500016,25000000,4810001,SIM,SIM
1464,"JUAZEIRO DO NORTE, CE",2013-02-02,6,11,16,26,44,53,0,117,7939,0,23295.61,490.45,,46555048,30000000,5527260.6,SIM,SIM
1465,"RIO BRANCO, AC",2013-02-06,4,6,13,34,37,51,1,213,15287,29873254.83,14617.47,290.95,RIO DE JANEIRO RJ,53181258,3000000,6346608.23,NAO,SIM
1466,"RIO BRANCO, AC",2013-02-09,23,24,26,41,52,53,1,75,3925,3097080.96,22416.97,611.92,CONTAGEM MG,28717388,1500000,6789048.38,NAO,SIM
1467,"SÃO PAULO, SP",2013-02-13,1,2,10,19,20,37,1,179,6493,1542491.77,4677.95,184.23,VOLTA REDONDA RJ,14302608,2000000,7009404.35,NAO,SIM
1468,"ARACATI, CE",2013-02-16,4,13,35,54,56,58,0,105,6920,0,15231.81,330.16,,27317922,19000000,7430283.35,SIM,SIM
1469,"SÃO PAULO, SP",2013-02-20,2,34,36,38,51,55,2,172,9203,9438162.39,13889.98,370.85,IÚNA ES CÓRREGO NOVO MG,40807202,3000000,8058987.62,NAO,SIM
1470,"VILHENA, RO",2013-02-23,10,25,33,36,40,58,0,92,5159,0,17770.13,452.7,,27924488,6500000,8489211.81,SIM,SIM
1471,"PALMAS, TO",2013-02-27,12,18,23,25,45,50,0,130,7002,0,13563.89,359.75,,30118576,10000000,8953239.64,SIM,SIM
1472,"PALMAS, TO",2013-03-02,2,12,33,57,58,60,0,121,8300,0,18428.91,383.8,,38088322,15000000,9540054.94,SIM,SIM
1473,"CUIABÁ, MT",2013-03-06,1,2,3,11,28,43,1,158,11838,14742572.93,15031.99,286.61,ALTO PARNAÍBA MA,40567716,16000000,10165069.53,NAO,SIM
1474,"CUIABÁ, MT",2013-03-09,12,13,37,44,48,51,1,111,9065,16179244.6,20277.36,354.7,COTIA SP,38445112,3000000,10757381.79,NAO,SIM
1475,"SÃO PAULO, SP",2013-03-13,4,10,26,37,47,57,0,58,4681,0,25819.12,457.01,,25578566,7000000,11151463.06,SIM,SIM
1476,"URUAÇU, GO",2013-03-16,3,4,46,50,56,59,0,58,4036,0,33527.4,688.3,,33215034,10000000,11663197.09,SIM,SIM
1477,"SÃO PAULO, SP",2013-03-20,10,27,37,40,47,55,0,56,4924,0,35716.33,580.28,,34163442,15000000,12189542.95,SIM,SIM
1478,"POUSO ALEGRE, MG",2013-03-23,21,48,50,54,57,60,0,59,5006,0,40564.43,682.98,,40879372,32000000,12819359.12,SIM,SIM
1479,"SÃO PAULO, SP",2013-03-27,9,14,21,26,36,52,1,151,11395,31618202.79,19792.67,374.68,TERESÓPOLIS RJ,51049112,2500000,13605857.42,NAO,SIM
1480,"BARRA MANSA, RJ",2013-03-30,17,27,28,40,44,55,0,46,3154,0,28132.97,586.15,,22104474,5200000,13946414.38,SIM,SIM
1481,"SÃO PAULO, SP",2013-04-03,6,9,11,34,41,53,0,79,5433,0,20782.22,431.69,,28043090,9000000,14378465.82,SIM,SIM
1482,"VASSOURAS, RJ",2013-04-06,1,35,39,53,55,56,0,53,4817,0,38750.7,609.08,,35080218,13000000,14918936.18,SIM,SIM
1483,"SÃO PAULO, SP",2013-04-10,17,20,24,29,49,53,0,85,7114,0,25680.65,438.34,,37284786,30000000,15493371.66,SIM,SIM
1484,"AREAL, RJ",2013-04-13,4,27,30,36,54,59,0,212,12408,0,14575.86,355.77,,52780898,37000000,16306551.06,SIM,SIM
1485,"LINS, SP",2013-04-17,1,6,10,34,40,54,1,174,12128,37137524.71,20176.24,413.52,LONDRINA PR,59964778,2500000,17230410.34,NAO,SIM
1486,"LINS, SP",2013-04-20,4,9,17,23,28,53,0,198,9593,0,8062.23,237.72,,27266336,6500000,17650494.57,SIM,SIM
1487,"SÃO PAULO, SP",2013-04-24,4,22,25,38,45,51,1,144,7105,6092267.98,11881.33,344,HORTOLÂNDIA SP,29223638,2800000,18100734.36,NAO,SIM
1488,"COLINA, SP",2013-04-27,1,15,24,26,28,48,1,86,5462,2867241.35,18098.87,407.09,CAMPO GRANDE MS,26586222,17000000,18510340.29,NAO,SIM
1489,"ANASTÁCIO, MS",2013-05-02,1,3,31,32,43,52,0,73,4902,0,26934.64,573.01,,33584654,20500000,19027768.93,SIM,SIM
1490,"ANASTÁCIO, MS",2013-05-04,6,26,45,50,56,60,0,74,5450,0,31442.92,609.9,,39743064,25000000,19640078.34,SIM,SIM
1491,"SÃO PAULO, SP",2013-05-08,4,9,18,44,46,48,1,232,12719,26460707.33,12349.72,321.8,NEPOMUCENO MG,48938634,2400000,20394061.14,NAO,SIM
1492,"JARDIM, MS",2013-05-11,7,12,24,27,30,49,2,137,9075,1471764.39,11663.62,251.54,SALVADOR BA CAMPINAS SP,27293590,2500000,20814565.27,NAO,SIM
1493,"RIO CLARO, RJ",2013-05-15,2,14,24,28,35,50,0,68,5746,0,20542.92,347.3,,23860410,19000000,21182175.42,SIM,SIM
1494,"RIO CLARO, RJ",2013-05-18,4,13,14,44,49,57,0,140,9828,0,16899.84,343.91,,40412652,24000000,21804800.99,SIM,SIM
1495,"VILA VELHA, ES",2013-05-22,14,18,28,41,47,54,0,106,8337,0,25446.39,462.19,,46072184,29000000,22514621.25,SIM,SIM
1496,"VILA VELHA, ES",2013-05-25,4,5,7,27,45,58,0,252,17540,0,11685.01,239.82,,50296330,34500000,23289521.66,SIM,SIM
1497,"SÃO PAULO, SP",2013-05-29,6,11,27,40,46,49,0,237,14820,0,14636.95,334.38,,59252370,43000000,24202405.07,SIM,SIM
1498,"ITATIAIA, RJ",2013-06-01,8,22,26,33,37,54,1,295,18276,43036617.07,13922.29,321.03,PEDRA PRETA MT,70151904,22000000,25283214.32,NAO,SIM
1499,"MONTE SIÃO, MG",2013-06-05,10,18,31,43,57,59,1,81,7055,22610179.37,30598.43,501.86,MIRANTE DO PARANAPANEMA SP,42334170,3000000,25935444.12,NAO,SIM
1500,"MONTE SIÃO, MG",2013-06-08,1,7,13,29,37,54,1,238,11210,3144718.24,7172.83,217.55,Uruara PA,29159100,3000000,26384689.6,NAO,SIM
1501,"SÃO PAULO, SP",2013-06-12,6,22,43,51,52,57,0,48,3580,0,31688.04,606.95,,25980254,6000000,26784959.56,SIM,SIM
1502,"JACUTINGA, MG",2013-06-15,3,4,16,22,36,42,0,111,8448,0,16427.17,308.34,,31145306,10000000,27264805.91,SIM,SIM
1503,"SÃO JOÃO DA BARRA, RJ",2013-06-19,2,10,12,30,41,42,0,74,5957,0,25045.42,444.46,,31656794,25000000,27752532.6,SIM,SIM
1504,"SÃO JOÃO DA BARRA, RJ",2013-06-22,1,2,6,9,16,32,0,263,15199,0,9151.9,226.23,,41112500,29500000,28385940.5,SIM,SIM
1505,"SÃO PAULO, SP",2013-06-26,3,14,18,34,42,49,0,182,10892,0,13681.2,326.58,,42530682,35000000,29041197.91,SIM,SIM
1506,"SANTA TERESA, ES",2013-06-29,24,46,50,51,52,56,0,93,7021,0,34293.63,648.93,,54475754,42000000,29880489.43,SIM,SIM
