,Concurso,Local,Data do Sorteio,Coluna 1,Coluna 2,Coluna 3,Coluna 4,Coluna 5,Coluna 6,Ganhadores Faixa 1,Ganhadores Faixa 2,Ganhadores Faixa 3,Rateio Faixa 1,Rateio Faixa 2,Rateio Faixa 3,Cidade,Unnamed: 16,Valor Arrecadado,Estimativa para o próximo concurso,Valor Acumulado Próximo Concurso,Acumulado,Sorteio Especial,Observação
528,529,"RIO DAS OSTRAS, RJ",2004-01-14,1,13,33,38,45,56,15,87,4758,348732.75,8565.12,156.03,,BA,0,0,0,NAO,SIM,"Estimativa de prêmio (SENA) próximo concurso: R$7.000.000,00 (SETE MILHÕES DE REAIS)."
529,530,"RIO DAS OSTRAS, RJ",2004-01-17,1,6,21,25,32,49,0,49,3771,0,18501.75,239.5,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$9.000.000,00 (NOVE MILHÕES DE REAIS)."
530,531,"SÃO PAULO, SP",2004-01-21,1,3,7,18,35,50,0,96,5188,0,9079.1,167.37,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$11.000.000,00 (ONZE MILHÕES DE REAIS)."
531,532,"SÃO PAULO, SP",2004-01-24,4,9,12,13,52,53,0,69,5314,0,16628.16,215.09,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$13.000.000,00 (TREZE MILHÕES DE REAIS)."
532,533,"CALDAS NOVAS, GO",2004-01-28,13,18,21,27,53,59,0,82,5129,0,12747.27,203.03,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$15.000.000,00 (QUINZE MILHÕES DE REAIS)."
533,534,"CALDAS NOVAS, GO",2004-01-31,3,8,23,31,48,57,1,107,6559,15184658.12,12179.88,197.95,,MT,0,0,0,NAO,SIM,"Estimativa de prêmio (SENA) próximo concurso: R$8.000.000,00. (OITO MILHÕES DE REAIS)."
534,535,"VACARIA, RS",2004-02-04,6,14,28,47,49,56,1,59,4136,7834139.14,12025.02,170.89,,DF,0,0,0,NAO,SIM,"Estimativa de prêmio (SENA) próximo concurso: R$1.000.000,00."
535,536,"VACARIA, RS",2004-02-07,14,15,22,23,25,37,0,49,3217,0,12551.38,190.46,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$2.000.000,00 (DOIS MILHÕES DE REAIS)."
536,537,"IBAITI, PR",2004-02-11,3,7,19,34,37,39,1,128,5345,2054340.05,4366.34,104.17,,RS,0,0,0,NAO,SIM,"Estimativa de prêmio (SENA) próximo concurso: R$1.000.000,00."
537,538,"LONDRINA, PR",2004-02-14,3,25,43,45,52,56,0,36,2657,0,16533.54,223.17,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$2.000.000,00 (DOIS MILHÕES DE REAIS)."
538,539,"EMBU, SP",2004-02-18,6,16,19,47,50,55,0,21,1908,0,25214.62,276.47,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$7.000.000,00 (SETE MILHÕES DE REAIS)."
539,540,"EMBU, SP",2004-02-21,4,22,28,30,44,49,0,84,4535,0,10186.19,187.97,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$9.000.000,00 (NOVE MILHÕES DE REAIS). A CAIXA informa que o concurso 541 da Mega Sena ocorrerá em 28/02/2004 (sábado) às 20 horas."
540,541,"BALNEÁRIO CAMBORIÚ, SC",2004-02-28,13,27,49,52,57,58,1,54,4879,9144543.5,20304.76,223.88,,MG,0,0,0,NAO,SIM,"Estimativa de prêmio (SENA) próximo concurso: R$800.000,00."
541,542,"UMUARAMA, PR",2004-03-03,4,6,19,28,35,49,0,42,2800,0,9683.43,144.7,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$1.700.000,00 (HUM MILHÃO E SETECENTOS MIL REAIS)."
542,543,"UMUARAMA, PR",2004-03-06,35,37,42,46,49,54,1,78,2557,1836749.58,8241.89,250.47,,PR,0,0,0,NAO,SIM,"Estimativa de prêmio (SENA) próximo concurso: R$800.000,00."
543,544,"PONTA PORÃ, MS",2004-03-10,11,17,33,34,47,56,0,39,2415,0,10062.1,161.89,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$6.000.000,00 (SEIS MILHÕES DE REAIS)."
544,545,"PONTA PORÃ, MS",2004-03-13,17,29,35,40,43,57,1,102,4315,6409645.53,8292.97,195.29,,ES,0,0,0,NAO,SIM,"Estimativa de prêmio (SENA) próximo concurso: R$750.000,00."
545,546,"CAMPO LARGO, PR",2004-03-17,4,5,13,17,46,54,0,32,3003,0,12224.97,129.78,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$1.500.000,00 (HUM MILHÃO E QUINHENTOS MIL REAIS)."
546,547,"SÃO JOSÉ DOS PINHAIS, PR",2004-03-20,4,13,28,30,53,59,1,42,2599,1746857.35,14452.51,232.67,,PB,0,0,0,NAO,SIM,"Estimativa de prêmio (SENA) próximo concurso: R$850.000,00."
547,548,"PORTO ALEGRE, RS",2004-03-24,14,47,49,51,58,59,0,9,965,0,41634.7,386.83,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$1.700.000,00 (HUM MILHÃO E SETECENTOS MIL REAIS)."
548,549,"PORTO ALEGRE, RS",2004-03-27,8,13,22,46,51,58,0,34,2772,0,17519.41,214.07,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$7.000.000,00 (SETE MILHÕES DE REAIS)."
549,550,"TIETÊ, SP",2004-03-31,16,17,38,39,45,56,0,39,2948,0,18277,240.88,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$8.000.000,00 (OITO MILHÕES DE REAIS)."
550,551,"CERQUILHO, SP",2004-04-03,12,21,46,48,56,57,0,35,3027,0,28192.58,324.75,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$10.000.000,00 (DEZ MILHÕES DE REAIS)."
551,552,"TORRES, RS",2004-04-07,9,22,47,49,52,54,0,69,4299,0,14110.09,225.61,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$11.500.000,00 (ONZE MILHÕES E QUINHENTOS MIL REAIS)."
552,553,"TORRES, RS",2004-04-10,4,43,46,53,54,58,0,42,3308,0,23814.78,301.22,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$13.500.000,00 (TREZE MILHÕES E QUINHENTOS MIL REAIS)."
553,554,"SÃO FRANCISCO DO SUL, SC",2004-04-14,15,29,31,42,47,60,0,64,4812,0,20951.21,277.6,,,0,0,0,SIM,SIM,"ACUMULOU !!! Estimativa de prêmio (SENA) próximo concurso: R$23.000.000,00 (VINTE E TRÊS MILHÕES DE REAIS)."
554,555,"SÃO FRANCISCO DO SUL, SC",2004-04-17,5,23,31,33,45,49,1,152,10733,23810057.19,13350.07,188.35,,PR,0,0,0,NAO,SIM,"Estimativa de prêmio (SENA) próximo concurso: R$1.300.000,00 (UM MILHÃO E TREZENTOS MIL REAIS)."
555,556,"JEQUIÉ, BA",2004-04-21,8,10,17,30,33,45,0,20,1699,0,14872.57,174.41,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$1.400.000,00. (UM MILHÃO E QUATROCENTOS MIL REAIS)"
556,557,"JEQUIÉ, BA",2004-04-24,8,12,18,23,38,49,0,59,3777,0,11001.41,171.2,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$2.500.000,00 (DOIS MILHÕES E QUINHENTOS MIL REAIS)."
557,558,"CARATINGA, MG",2004-04-28,7,14,31,57,58,59,0,21,2000,0,26571.46,277.94,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$3.700.000,00 (TRÊS MILHÕES E SETECENTOS MIL REAIS)."
558,559,"IPATINGA, MG",2004-05-01,6,13,17,25,36,53,1,75,4460,3707152.54,8184.51,137.11,,ES,0,0,0,NAO,SIM,"Estimativa de prêmio (SENA) próximo concurso: R$6.500.000,00 (SEIS MILHÕES E QUINHENTOS MIL REAIS)."
559,560,"SANTA ROSA, RS",2004-05-05,2,11,18,30,32,58,0,44,2585,0,16215.47,274.97,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$8.000.000,00 (OITO MILHÕES DE REAIS)."
560,561,"SANTA ROSA, RS",2004-05-08,1,20,36,39,49,55,0,32,2743,0,31342.98,364.27,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$10.000.000,00 (DEZ MILHÕES DE REAIS)."
561,562,"ITAPECERICA DA SERRA, SP",2004-05-12,16,23,35,37,55,57,0,117,5150,0,8271.95,187.22,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$13.000.000,00 (TREZE MILHÕES DE REAIS)."
562,563,"ITAPECERICA DA SERRA, SP",2004-05-15,5,8,23,34,44,51,0,90,6007,0,13541.69,202.12,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$14.000.000,00 (QUATORZE MILHÕES DE REAIS)."
563,564,"FERNANDÓPOLIS, SP",2004-05-19,10,13,20,32,38,49,0,46,4446,0,25392.82,261.73,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$23.000.000,00 (VINTE E TRÊS MILHÕES DE REAIS)."
564,565,"FERNANDÓPOLIS, SP",2004-05-22,7,31,34,35,37,45,0,57,6804,0,29241.27,244.04,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$27.000.000,00 (VINTE E SETE MILHÕES DE REAIS)."
565,566,"DOURADOS, MS",2004-05-26,6,13,17,18,20,37,0,176,13032,0,11334.45,152.49,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$32.000.000,00 (TRINTA E DOIS MILHÕES DE REAIS)."
566,567,"DOURADOS, MS",2004-05-29,11,31,38,41,57,58,0,69,5787,0,37888.61,450.05,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimatva de prêmio (SENA) próximo concurso: R$36.000.000,00 (TRINTA E SEIS MILHÕES DE REAIS)."
567,568,"SALES OLIVEIRA, SP",2004-06-02,13,17,22,25,29,41,0,457,24931,0,7802.44,142.48,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$45.000.000,00 (QUARENTA E CINCO MILHÕES DE REAIS)."
568,569,"SÃO JOAQUIM DA BARRA, SP",2004-06-05,3,9,14,15,32,57,1,434,29922,46663532.7,11906.37,172.04,,RJ,0,0,0,NAO,SIM,"Estimativa de prêmio (SENA) próximo concurso: R$21.000.000,00 (VINTE E UM MILHÕES DE REAIS)."
569,570,"CASTELO, ES",2004-06-09,15,32,33,35,36,51,0,84,7539,0,18168.1,201.67,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$25.000.000,00 (VINTE E CINCO MILHÕES DE REAIS)."
570,571,"ALEGRE, ES",2004-06-12,12,13,14,31,50,51,0,69,5572,0,22294.35,275.04,,,0,0,0,SIM,SIM,"Acumulou!!! Estimativa de prêmio (SENA) próximo concurso:R$27.000.000,00 (VINTE E SETE MILHÕES DE REAIS)."
571,572,"ASSU, RN",2004-06-16,3,9,16,20,33,60,0,162,9940,0,10668.49,173.21,,,0,0,0,SIM,SIM,"Acumulou!!! Estimativa de prêmio (SENA) para o próximo concurso: R$31.000.000,00 (TRINTA E UM MILHÕES DE REAIS)."
572,573,"RECIFE, PE",2004-06-19,6,17,22,29,40,59,0,82,8272,0,25012.22,247,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$34.000.000,00 (TRINTA E QUATRO MILHÕES DE REAIS)."
573,574,"CAMPINA GRANDE, PB",2004-06-23,2,10,17,23,32,44,0,162,12691,0,12609.31,160.35,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$50.000.000,00 (CINQÜENTA MILHÕES DE REAIS)."
574,575,"JOÃO PESSOA, PB",2004-06-26,5,18,21,29,35,48,2,470,21660,25737016.52,7359.84,159.1,,DF,0,0,0,NAO,SIM,"Estimativa de prêmio (SENA) próximo concurso: R$800.000,00."
575,576,"CACHOEIRO de ITAPEMIRIM, ES",2004-06-30,7,8,18,39,43,52,0,27,1978,0,22856.21,310.81,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$2.000.000,00 (DOIS MILHÕES DE REAIS)."
576,577,"CACHOEIRO de ITAPEMIRIM, ES",2004-07-03,8,23,24,28,31,47,0,57,4579,0,15092.9,187.17,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$4.000.000,00 (QUATRO MILHÕES DE REAIS)."
577,578,"CAMBARÁ, PR",2004-07-07,3,18,23,48,56,58,1,62,3639,3982872.62,12879.26,218.6,,MG,0,0,0,NAO,SIM,"Estimativa de prêmio (SENA) próximo concurso: R$1.000.000,00."
578,579,"BRASÍLIA, DF",2004-07-10,4,9,15,17,34,39,1,90,5172,1175432.13,7463.06,129.38,,PB,0,0,0,NAO,SIM,"Estimativa de prêmio (SENA) próximo concurso: R$10.000.000,00 (DEZ MILHÕES DE REAIS)."
579,580,"MAIRIPORÃ, SP",2004-07-14,15,16,18,28,38,47,0,56,4097,0,16168.75,220.17,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$12.000.000,00 (DOZE MILHÕES DE REAIS)."
580,581,"SERRA NEGRA, SP",2004-07-17,14,17,25,30,39,52,1,56,4429,11781320.02,22330.36,281.27,,SP,0,0,0,NAO,SIM,"Estimativa de prêmio (SENA) próximo concurso: R$900.000,00."
581,582,"IPAMERI, GO",2004-07-21,13,29,40,45,51,59,0,29,1943,0,17143.4,254.91,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$2.000.000,00 (DOIS MILHÕES DE REAIS)."
582,583,"IPAMERI, GO",2004-07-24,6,7,20,41,43,55,0,36,2157,0,20218.13,336.16,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$3.500.000,00 (TRÊS MILHÕES E QUINHENTOS MIL REAIS)."
583,584,"FORMOSA, GO",2004-07-28,7,8,23,30,32,53,0,49,3278,0,13327.92,198.48,,,0,0,0,SIM,SIM,"Acumulou!!! Estimativa de prêmio (SENA) próximo concurso: R$10.000.000,00. (DEZ MILHÕES DE REAIS)."
584,585,"FORMOSA, GO",2004-07-31,12,24,33,36,39,57,1,124,7122,10166807.68,8468.35,146.89,,MG,0,0,0,NAO,SIM,"Estimativa de prêmio (SENA) próximo concurso: R$800.000,00."
585,586,"SÃO LOURENÇO, MG",2004-08-04,11,13,38,39,45,54,0,30,2162,0,15687.92,216.87,,,0,0,0,SIM,SIM,"Acumulou!!! Estimativa de prêmio (SENA) próximo concurso: R$1.800.000,00 (HUM MILHÃO E OITOCENTOS MIL REAIS)."
586,587,"SÃO LOURENÇO, MG",2004-08-07,2,18,29,30,36,60,0,36,2436,0,20518.92,302.09,,,0,0,0,SIM,SIM,"Acumulou!!! Estimativa de prêmio (SENA) próximo concurso: R$3.000.000,00 (TRÊS MILHÕES DE REAIS)."
587,588,"URUSSANGA, SC",2004-08-11,11,13,45,46,53,55,0,22,2088,0,29565.71,310.34,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$4.500.000,00 (QUATRO MILHÕES E QUINHENTOS MIL REAIS)."
588,589,"URUSSANGA, SC",2004-08-14,6,7,8,13,33,59,0,152,9005,0,5926.91,99.66,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$12.000.000,00 (DOZE MILHÕES DE REAIS)."
589,590,"FRANCA, SP",2004-08-18,4,5,18,25,28,51,0,70,5155,0,14105.62,190.82,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$14.000.000,00 (QUATORZE MILHÕES DE REAIS)."
590,591,"FRANCA, SP",2004-08-21,1,3,18,34,50,58,0,64,4448,0,18968.95,271.9,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$16.000.000,00."
591,592,"RIO GRANDE, RS",2004-08-25,13,14,42,47,55,59,0,60,5062,0,18664.59,220.39,,,0,0,0,SIM,SIM,"Acumulou!!! Estimativa de prêmio (SENA) próximo concurso: R$18.000.000,00 (DEZOITO MILHÕES DE REAIS)."
592,593,"RIO GRANDE, RS",2004-08-28,1,25,27,29,49,59,0,68,5291,0,20265.54,259.47,,,0,0,0,SIM,SIM,"Acumulou!!! Estimativa de prêmio (SENA) próximo concurso: R$20.000.000,00 (VINTE MILHÕES DE REAIS)."
593,594,"IMPERATRIZ, MA",2004-09-01,10,13,29,47,53,55,0,121,6444,0,11747.7,219.76,,,0,0,0,SIM,SIM,"Acumulou!!! Estimativa de prêmio (SENA) próximo concurso: R$31.000.000,00 (TRINTA E UM MILHÕES DE REAIS)."
594,595,"IMPERATRIZ, MA",2004-09-04,1,2,25,43,50,54,0,89,7230,0,22736.36,278.82,,,0,0,0,SIM,SIM,"Acumulou!!! Estimativa de prêmio (SENA) próximo concurso: R$35.000.000,00 (TRINTA E CINCO MILHÕES DE REAIS)."
595,596,"ITAJUBÁ, MG",2004-09-08,11,14,28,43,54,60,0,116,6578,0,15749.68,276.69,,,0,0,0,SIM,SIM,"Acumulou!!! Estimativa de prêmio (SENA) próximo concurso: R$39.000.000,00 (TRINTA E NOVE MILHÕES DE REAIS)."
596,597,"ITAJUBÁ, MG",2004-09-11,22,27,29,40,42,56,0,140,10021,0,21650.75,301.33,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso: R$45.000.000,00 (Quarenta e cinco milhões de reais)."
597,598,"PORTO ALEGRE, RS",2004-09-15,5,16,34,38,50,53,2,234,19229,23179951.19,15531.4,188.29,,DF,0,0,0,NAO,SIM,"Estimativa de prêmio (SENA) próximo concurso: R$1.000.000,00."
598,599,"PORTO ALEGRE, RS",2004-09-18,4,6,9,23,45,51,0,65,4755,0,10375.8,141.31,,,0,0,0,SIM,SIM,"Acumulou!!! Estimativa de prêmio (SENA) próximo concurso: R$17.000.000,00 (DEZESSETE MILHÕES DE REAIS)."
599,600,"CÁCERES, MT",2004-09-22,16,18,31,34,39,54,0,73,4640,0,16062.92,251.75,,,0,0,0,SIM,SIM,"Estimativa de prêmio (SENA) próximo concurso: R$20.000.000,00."
600,601,"CÁCERES, MT",2004-09-25,10,19,22,29,30,37,0,75,6002,0,18837.59,234.5,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso: R$22.000.000,00 (vinte e dois milhões de reais)."
601,602,"CRUZ ALTA, RS",2004-09-29,7,13,38,46,55,60,0,95,6773,0,13988.93,195.47,,,0,0,0,SIM,SIM,"Acumulou!!! Estimativa de prêmio (SENA) próximo concurso: R$24.000.000,00."
602,603,"Cruz Alta, RS",2004-10-02,4,8,11,12,29,44,1,233,12565,24750883.61,6701.5,123.8,,SP,0,0,0,NAO,SIM,"Estimativa de prêmio (sena) para o próximo concurso: R$1.000.000,00."
603,604,"São Luis, MA",2004-10-06,15,25,41,46,49,51,0,15,1422,0,35679.23,374.94,,,0,0,0,SIM,SIM,"Acumulou!!! Estimativa de prêmio (SENA) próximo concurso: R$10.000.000,00 (DEZ MILHÕES DE REAIS)."
604,605,"São Luis, MA",2004-10-09,4,24,44,49,52,53,0,45,3980,0,23716.98,267.15,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso: R$12.000.000,00 (DOZE MILHÕES DE REAIS)."
605,606,"Blumenau, SC",2004-10-13,6,23,32,35,41,55,1,43,3770,11878491.65,20736.93,235.63,,SP,0,0,0,NAO,SIM,"Estimativa de prêmio (sena) para o próximo concurso: R$1.000.000,00 (HUM MILHÃO DE REAIS)."
606,607,"Blumenau, SC",2004-10-16,6,11,19,27,41,59,0,48,3059,0,13506.67,211.14,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso: R$2.000.000,00 (DOIS MILHÕES DE REAIS)."
607,608,"Igrejinha, RS",2004-10-20,6,13,19,24,30,37,0,101,5181,0,6267.54,121.72,,,0,0,0,SIM,SIM,"Acumulou!!! Estimativa de prêmio (SENA) próximo concurso: R$3.500.000,00 (TRÊS MILHÕES E QUINHENTOS MIL REAIS)."
608,609,"Igrejinha, RS",2004-10-23,2,6,15,58,59,60,0,60,3994,0,13952.24,208.81,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso: R$10.000.000,00 (DEZ MILHÕES DE REAIS)."
609,610,"Juazeiro da Norte, CE",2004-10-27,25,30,43,45,47,49,0,62,4044,0,14911.12,227.75,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$12.000.000,00 (DOZE MILHÕES DE REAIS)."
610,611,"Juazeiro do Norte, CE",2004-10-30,16,21,22,33,48,49,0,69,4531,0,16349.76,248.04,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso: R$14.000.000,00 (QUATORZE MILHÕES DE REAIS)."
611,612,"TATUÍ, SP",2004-11-03,15,18,33,50,53,55,0,41,3389,0,22250.05,268.16,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$16.000.000,00 (DEZESSEIS MILHÕES DE REAIS)."
612,613,"ITAPETININGA, SP",2004-11-06,6,13,19,44,54,55,0,108,7101,0,12259.22,185.76,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso: R$18.000.000,00 (DEZOITO MILHÕES DE REAIS)."
613,614,"BRASÍLIA, DF",2004-11-10,12,16,31,48,57,60,0,53,4127,0,24951.84,319.23,,,0,0,0,SIM,SIM,"Acumulou!!! Estimativa de prêmio (SENA) próximo concurso: R$28.000.000,00 (VINTE E OITO MILHÕES DE REAIS)."
614,615,"BRASÍLIA, DF",2004-11-13,5,8,10,27,31,51,0,157,9780,0,11348.03,181.48,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso: R$31.000.000,00 (TRINTA E UM MILHÕES DE REAIS)."
615,616,"MACEIÓ, AL",2004-11-17,2,12,16,24,26,54,0,90,9236,0,18187.52,176.56,,,0,0,0,SIM,SIM,"Acumulou!!! Estimativa de prêmio (SENA) próximo concurso: R$35.000.000,00 (TRINTA E CINCO MILHÕES DE REAIS)."
616,617,"MACEIÓ, AL",2004-11-20,3,5,25,33,36,49,2,289,17341,17791387.59,7834.5,130.08,,RJ,0,0,0,NAO,SIM,"Estimativa de prêmio (sena) para o próximo concurso: R$ 1.000.000,00."
617,618,"VITÓRIA, ES",2004-11-24,3,8,10,13,24,60,0,86,4992,0,6312.56,108.34,,,0,0,0,SIM,SIM,"ACUMULOU! Estimativa de prêmio (SENA) próximo concurso: R$2.000.000,00."
618,619,"VITÓRIA, ES",2004-11-27,8,12,14,16,19,46,0,101,5924,0,7354.06,124.91,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso: R$13.000.000,00 (TREZE MILHÕES DE REAIS)."
619,620,"BIRIGÜI, SP",2004-12-01,1,3,13,22,29,32,0,87,5886,0,11707.09,172.39,,,0,0,0,SIM,SIM,"ACUMULOU! Estimativa de prêmio (SENA) para o próximo concurso: R$15.000.000,00 (QUINZE MILHÕES DE REAIS)."
620,621,"ARAÇATUBA, SP",2004-12-04,26,29,31,49,50,57,0,40,3837,0,32904.81,341.73,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso: R$17.000.000,00 (DEZESSETE MILHÕES DE REAIS)."
621,622,"FARROUPILHA, RS",2004-12-08,19,27,29,38,50,59,0,49,3560,0,24789.92,339.92,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$19.000.000,00 (DEZENOVE MILHÕES DE REAIS)."
622,623,"SALVADOR, BA",2004-12-11,9,23,30,42,49,55,0,124,6915,0,12236.03,218.59,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$22.000.000,00 (VINTE E DOIS MILHÕES DE REAIS)."
623,624,"LAGOA VERMELHA, RS",2004-12-15,8,23,34,39,43,52,1,108,7284,22375180.08,13482.59,199.16,,MG,0,0,0,NAO,SIM,"Estimativa de prêmio (SENA) para o próximo concurso: R$10.000.000,00 (DEZ MILHÕES DE REAIS)."
624,625,"FREDERICO WESTPHALEN, RS",2004-12-18,12,24,32,40,42,59,0,49,4056,0,20777.72,250.06,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (06 acertos) para o próximo concurso: R$12.000.000,00 (DOZE MILHÕES DE REAIS)."
625,626,"ATIBAIA, SP",2004-12-22,7,8,18,22,39,49,0,52,5096,0,21294.16,216.47,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso: R$14.000.000,00 (CATORZE MILHÕES DE REAIS). Informamos que não haverá sorteio das loterias nos dias 24 e 25/12/2004."
626,627,"CHARQUEADA, SP",2004-12-29,1,13,19,45,56,58,0,112,8049,0,14270.18,197.82,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (SENA)próximo concurso: R$17.000.000,00. O sorteio do concurso 628 será em 05/01/2005."
627,628,"CAPÃO DA CANOA, RS",2005-01-05,8,16,22,30,56,58,1,76,5510,17373966.13,20331.21,279.37,,SP,0,0,0,NAO,SIM,"Estimativa de prêmio (sena) para o próximo concurso: R$1.200.000,00."
628,629,"TRAMANDAÍ, RS",2005-01-08,15,16,39,40,47,51,1,15,1865,1104456.38,42074.53,337.13,,SE,0,0,0,NAO,SIM,"Estimativa de prêmio (sena) para o próximo concurso: R$9.000.000,00 (NOVE MILHÕES DE REAIS)."
629,630,"ARACAJU, SE",2005-01-12,12,16,20,45,53,60,0,33,2972,0,24880.69,275.23,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso: R$10.000.000,00 (DEZ MILHÕES DE REAIS)."
630,631,"ARACAJU, SE",2005-01-15,1,20,28,32,44,47,1,46,3548,10579247.17,21955.84,283.58,,PR,0,0,0,NAO,SIM,"Estimativa de prêmio (sena) para o próximo concurso: R$1.000.000,00."
631,632,"CALDAS NOVAS, GO",2005-01-19,2,19,28,48,51,54,0,26,1962,0,19697.02,260.03,,,0,0,0,SIM,SIM,"ACUMULOU! Estimativa de prêmio (SENA), próximo concurso: R$2.000.000,00 (Dois milhões de reais)."
