,Concurso,Local,Data do Sorteio,Coluna 1,Coluna 2,Coluna 3,Coluna 4,Coluna 5,Coluna 6,Ganhadores Faixa 1,Ganhadores Faixa 2,Ganhadores Faixa 3,Rateio Faixa 1,Rateio Faixa 2,Rateio Faixa 3,Cidade,Unnamed: 16,Valor Arrecadado,Estimativa para o próximo concurso,Valor Acumulado Próximo Concurso,Acumulado,Sorteio Especial,Observação
632,633,"CALDAS NOVAS, GO",2005-01-22,5,11,22,27,46,50,0,58,3524,0,11744.77,192.57,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso: R$3.500.000,00 (TRÊS MILHÕES E QUINHENTOS MIL REAIS)."
633,634,"RIO DE JANEIRO, RJ",2005-01-26,10,13,24,41,42,56,0,54,3752,0,11854.27,169.97,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso: R$9.000.000,00 (NOVE MILHÕES DE REAIS)."
634,635,"RIO DE JANEIRO, RJ",2005-01-29,8,20,26,37,42,49,0,58,3646,0,16456.84,260.8,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso: R$11.000.000,00 (ONZE MILHÕES DE REAIS)."
635,636,"PERUÍBE, SP",2005-02-02,26,28,30,32,34,50,0,74,3170,0,12762.47,296.79,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso: R$ 13.000.000,00 (TREZE MILHÕES DE REAIS)."
636,637,"SANTOS, SP",2005-02-05,11,18,43,48,52,58,0,29,3560,0,38451.69,312.04,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$15.000.000,00 - QUINZE MILHÕES DE REAIS!"
637,638,"IJUÍ, RS",2005-02-12,10,11,36,41,42,50,0,65,4518,0,22677.35,325.03,,,0,0,0,SIM,SIM,"ACUMULOU! Estimativa de prêmio (SENA) próximo concurso: R$18.000.000,00 (DEZOITO MILHÕES DE REAIS)."
638,639,"TERESINA, PI",2005-02-16,13,35,39,45,51,60,0,72,5473,0,17653.96,231.37,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso: R$28.000.000,00 (VINTE E OITO MILHÕES DE REAIS)."
639,640,"TERESINA, PI",2005-02-19,12,19,42,46,59,60,0,129,8094,0,14012.81,222.49,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso: R$31.000.000,00 (TRINTA E UM MILHÕES DE REAIS)."
640,641,"EMBU, SP",2005-02-23,1,9,13,17,33,34,1,366,20840,31923289.19,5766.38,100.89,,MG,0,0,0,NAO,SIM,"Estimativa de prêmio (SENA) para o próximo concurso: R$1.000.000,00."
641,642,"EMBU, SP",2005-02-26,17,36,40,44,51,56,0,28,1988,0,22758.8,319.34,,,0,0,0,SIM,SIM,"ACUMULOU!! Estimativa de prêmio (SENA) PRÓXIMO CONCURSO: R$2.000.000,00. Dois milhões de reais."
642,643,"MARAU, RS",2005-03-02,14,24,37,40,42,45,0,41,2694,0,15663.14,237.48,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso: R$3.500.000,00."
643,644,"HORIZONTINA, RS",2005-03-05,14,27,29,31,34,57,0,81,4433,0,10667.36,194.17,,,0,0,0,SIM,SIM,"ACUMULOU!! Estimativa de prêmio (SENA) próximo concurso: R$13.000.000,00. Treze Milhões de Reais."
644,645,"CAMPO GRANDE, MS",2005-03-09,3,24,48,52,53,54,0,39,4345,0,27310.11,244.2,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (SENA) pr��ximo concurso: R$15.000.000,00 (QUINZE MILHÕES DE REAIS)."
645,646,"CAMPO GRANDE, MS",2005-03-12,10,13,32,47,49,60,0,79,6173,0,16079.41,205,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$17.000.000,00 (DEZESSETE MILHÕES DE REAIS)."
646,647,"PARANAVAÍ, PR",2005-03-16,11,12,14,19,54,56,1,50,5432,17603353.15,25009.18,229.34,,SP,0,0,0,NAO,SIM,"Estimativa de prêmio (SENA) para o próximo concurso: R$1.000.000,00 (HUM MILHÃO DE REAIS)."
647,648,"PARANAVAÍ, PR",2005-03-19,5,23,29,42,45,48,3,139,4869,361199.61,4454.67,126.69,,MG,0,0,0,NAO,SIM,"Estimativa de prêmio (Sena) para o próximo concurso: R$ 1.000.000,00."
648,649,"LIMEIRA, SP",2005-03-23,9,24,33,41,48,54,0,31,2156,0,15748.23,225.57,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso: R$8.000.000,00 (OITO MILHÕES DE REAIS)."
649,650,"MOGI MIRIM, SP",2005-03-26,10,24,25,29,53,59,0,29,2765,0,24322.62,254.15,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso: R$9.000.000,00 (NOVE MILHÕES DE REAIS)."
650,651,"NOVO HAMBURGO, RS",2005-03-30,26,28,39,45,48,60,0,36,4356,0,24882.92,204.86,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso: R$11.000.000,00 (ONZE MILHÕES DE REAIS)."
651,652,"Novo Hamburgo, RS",2005-04-02,10,18,20,24,56,57,0,41,3874,0,27383.54,288.71,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso: R$13.000.000,00 (TREZE MILHÕES DE REAIS)."
652,653,"Ituporanga, SC",2005-04-06,5,9,19,24,31,34,0,74,6274,0,14994.32,176.18,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$16.000.000,00 (DEZESSEIS MILHÕES DE REAIS)."
653,654,"ITUPORANGA, SC",2005-04-09,6,10,11,40,41,56,1,66,4745,15767596.35,20244.14,280.52,,MG,0,0,0,NAO,SIM,"Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 13/04/2005: R$8.000.000,00 (OITO MILHÕES DE REAIS)."
654,655,"Catanduva, SP",2005-04-13,1,26,37,39,43,48,0,23,2722,0,33457.53,281.64,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 16/04/2005: R$9.000.000,00 (NOVE MILHÕES DE REAIS)."
655,656,"Catanduva, SP",2005-04-16,35,36,37,46,51,59,0,24,2623,0,42026.73,383.08,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 20/04/2005: R$11.000.000,00 (ONZE MILHÕES DE REAIS)."
656,657,"Porto Alegre, RS",2005-04-20,16,20,33,58,59,60,1,56,3995,11354235.39,18168.36,253.72,,PR,0,0,0,NAO,SIM,"Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 23/04/2005: R$1.000.000,00."
657,658,"TORRES, RS",2005-04-23,3,6,11,20,36,41,0,31,2883,0,18418.26,197.3,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 27/04/2005: R$2.000.000,00."
658,659,"João Monlevade, MG",2005-04-27,14,29,34,40,51,52,0,22,1390,0,27222.16,429.22,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 30/04/2005: R$9.000.000,00."
659,660,"JOÃO MONLEVADE, MG",2005-04-30,5,11,38,46,53,54,0,58,4204,0,16751,230.23,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 04/05/2005: R$10.000.000,00 (Dez milhões de reais)."
660,661,"Lençóis Paulista, SP",2005-05-04,4,27,36,40,42,55,0,64,4211,0,15130.77,229.09,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 07/05/2005: R$12.000.000,00."
661,662,"LENÇÓIS PAULISTA, SP",2005-05-07,4,18,23,25,56,60,0,79,5525,0,14974.99,213.31,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 11/05/2005: R$14.000.000,00."
662,663,"Passos, MG",2005-05-11,1,27,30,49,51,55,0,64,4020,0,17649.82,279.93,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 14/05/2005: R$17.000.000,00."
663,664,"PASSOS, MG",2005-05-14,1,12,36,38,55,59,0,74,4971,0,18450.77,273.62,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 18/05/2005: R$26.000.000,00."
664,665,"Pitangueiras, SP",2005-05-18,7,8,18,25,47,48,0,185,10055,0,8538.56,156.51,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 21/05/2005: R$30.000.000,00 (TRINTA MILHÕES DE REAIS)."
665,666,"Pontal, SP",2005-05-21,7,16,26,29,45,55,0,77,8122,0,26923.37,254.29,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 25/05/2005: R$34.000.000,00."
666,667,"Pirapora, MG",2005-05-25,1,4,5,16,23,49,1,203,15283,34263173.55,11296.7,149.48,,SP,0,0,0,NAO,SIM,"Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 28/05/2005: R$1.000.000,00."
667,668,"Pirapora, MG",2005-05-28,1,2,14,33,49,56,0,53,2814,0,11007.74,206.54,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 01/06/2005: R$2.000.000,00."
668,669,"Francisco Morato, SP",2005-06-01,7,24,27,40,41,49,1,32,2427,2170216.15,20522.3,269.57,,SP,0,0,0,NAO,SIM,"Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 04/06/2005: R$10.000.000,00."
669,670,"FRANCO DA ROCHA, SP",2005-06-04,22,37,42,48,58,59,0,24,2895,0,43085.53,355.84,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 08/06/2005: R$12.000.000,00."
670,671,"Ourinhos, SP",2005-06-08,9,16,27,38,39,51,0,67,4259,0,16609.7,260.3,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 11/06/2005: R$15.000.000,00."
671,672,"Ourinhos, SP",2005-06-11,24,28,34,38,43,53,0,54,4411,0,24277.19,296.08,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 15/06/2005: R$17.000.000,00. Sorteios dias 13 e 14/06 serão em Martinópolis/SP."
672,673,"Caruaru, PE",2005-06-15,6,11,20,34,37,40,0,72,4792,0,17523.73,262.3,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 18/06/2005: R$20.000.000,00."
673,674,"Caruaru, PE",2005-06-18,18,22,29,32,38,42,0,96,5586,0,16070.11,275.14,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 22/06/2005: R$30.000.000,00."
674,675,"Aracaju, SE",2005-06-22,24,25,30,42,43,50,0,67,5204,0,26180.7,335.79,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 25/06/2005: R$35.000.000,00."
675,676,"ARACAJU, SE",2005-06-25,9,15,32,41,42,49,0,94,7583,0,22081.78,272.69,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 29/06/2005: R$38.000.000,00."
676,677,"Jaguaquara, BA",2005-06-29,8,10,25,32,48,55,0,284,12803,0,8422.82,186.14,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 02/07/2005: R$43.000.000,00 (QUARENTA E TRÊS MILHÕES DE REAIS)."
677,678,"JAGUAQUARA, BA",2005-07-02,14,31,40,42,44,46,0,115,9797,0,28311.43,331.07,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 06/07/2005: R$50.000.000,00 (CINQÜENTA MILHÕES DE REAIS)."
678,679,"ITAÚNA, MG",2005-07-06,3,21,25,37,54,58,1,448,22087,51890452.61,9610.91,194.2,,RJ,0,0,0,NAO,SIM,"Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 09/07/2005: R$20.000.000,00."
679,680,"PARÁ DE MINAS, MG",2005-07-09,2,3,5,22,26,44,0,188,11222,0,7276.69,121.45,,,0,0,0,SIM,SIM,"ACUMULOU. Estimativa de prêmio (sena) para o próximo concurso a ser realizado em 13/07/2005: R$22.000.000,00."
680,681,"ANDRADINA, SP",2005-07-13,21,25,38,53,58,59,0,62,5210,0,23695.09,280.91,,,0,0,0,SIM,SIM,"ACUMULOU. Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 16/07/2005: R$25.000.000,00."
681,682,"BASTOS, SP",2005-07-16,4,27,36,37,47,60,0,62,5647,0,25832.17,282.55,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 20/07/2005: R$27.000.000,00."
682,683,"NHANDEARA, SP",2005-07-20,2,11,12,35,40,43,0,79,5680,0,19666.04,272.49,,,0,0,0,SIM,SIM,"ACUMULOU. Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 23/07/2005: R$31.000.000,00."
683,684,"BADY BASSITT, SP",2005-07-23,17,19,33,37,40,50,0,81,7103,0,22483.66,255.42,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso, a ser realizado em 27/07/2005: R$44.000.000,00."
684,685,"PASSA QUATRO, MG",2005-07-27,5,12,27,33,43,56,1,347,15404,44331219.78,6029.62,135.32,,SP,0,0,0,NAO,SIM,"Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 30/07/2005: R$1.000.000,00."
685,686,"PASSA QUATRO, MG",2005-07-30,4,5,15,26,33,54,0,47,3901,0,15221.72,182.71,,,0,0,0,SIM,SIM,"ACUMULOU! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 03/08/2005: R$2.000.000,00."
686,687,"Caieiras, SP",2005-08-03,1,7,14,41,48,59,0,28,2887,0,25839.62,249.66,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso, a ser realizado em 06/08/2005: R$4.000.000,00."
687,688,"Bom Jesus dos Perdões, SP",2005-08-06,11,21,30,35,47,52,0,38,2757,0,23920.89,328.45,,,0,0,0,SIM,SIM,"ACUMULOU! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 10/08/2005: R$5.500.000,00."
688,689,"Promissão, SP",2005-08-10,6,7,31,49,51,60,0,29,2998,0,30336.11,292.33,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso, a ser realizado em 13/08/2005: R$14.000.000,00."
689,690,"Promissão, SP",2005-08-13,8,12,15,41,47,53,0,90,5446,0,13225.5,217.74,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso, a ser realizado em 17/08/2005: R$16.000.000,00."
690,691,"Mauá, SP",2005-08-17,8,16,37,50,55,58,0,54,3896,0,20629.58,284.85,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso, a ser realizado em 20/08/2005: R$19.000.000,00."
691,692,"Brasília, DF",2005-08-20,11,18,33,57,58,60,0,71,4995,0,18365.13,260.06,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 24/082005: R$21.000.000,00."
692,693,"Itararé, SP",2005-08-24,13,14,17,31,41,50,0,152,7170,0,8909.82,188.18,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso, a ser realizado em 27/08/2005: R$24.000.000,00."
693,694,"Itararé, SP",2005-08-27,15,19,29,37,41,53,0,114,7087,0,13859.26,222.1,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 31/08/2005: R$34.000.000,00."
694,695,"COXIM, MS",2005-08-31,6,11,13,21,40,52,0,76,6333,0,22217.91,265.62,,,0,0,0,SIM,SIM,"ACUMULOU! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 03/09/2005: R$39.000.000,00."
695,696,"Coxim, MS",2005-09-03,9,16,34,37,53,57,2,195,10814,19251302.49,10613.53,190.66,,MA,0,0,0,NAO,SIM,"Estimativa de prêmio (SENA) para o próximo concurso, a ser realizado em 10/09/2005: R$1.500.000,00."
696,697,"SÃO LUIS, MA",2005-09-10,28,31,32,35,51,53,0,27,2895,0,33337.57,309.74,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 14/09/2005: R$3.000.000,00."
697,698,"Andirá, PR",2005-09-14,8,12,22,27,43,55,0,43,3981,0,16354.69,175.99,,,0,0,0,SIM,SIM,"Acumulou!! Estimativa de prêmio (SENA) para o próximo concurso, a ser realizado em 17/09/2005: R$4.500.000,00. INFORMAMOS QUE EM RAZÃO DE PROBLEMAS TÉCNICOS, O SORTEIO DO CONCURSO 699 FOI ADIADO PARA 19/09, ÀS 20HS EM PORTO ALEGRE."
698,699,"Porto Alegre, RS",2005-09-19,17,23,48,50,53,54,0,54,3752,0,16259.09,233.13,,,0,0,0,SIM,SIM,"ACUMULOU. Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 21/09/2005: R$14.000.000,00."
699,700,"Porto Alegre, RS",2005-09-21,2,3,14,24,31,40,0,53,3584,0,17991.31,265.04,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso, a ser realizado em 24/09/2005: R$16.000.000,00."
700,701,"Porto Alegre, RS",2005-09-24,1,13,23,31,48,60,0,103,5623,0,11253.13,205.35,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso, a ser realizado em 28/09/2005: R$18.000.000,00."
701,702,"Afonso Cláudio, ES",2005-09-28,1,18,45,56,57,58,0,47,3663,0,22868.49,292.31,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso, a ser realizado em 01/10/2005: R$20.000.000,00."
702,703,"GUAÇUÍ, ES",2005-10-01,2,11,24,27,30,45,0,123,7343,0,10767.16,179.68,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (sena) para o pr��ximo concurso, a ser realizado em 05/10/2005: R$22.000.000,00."
703,704,"CATALÃO, GO",2005-10-05,2,4,18,27,34,50,0,56,5784,0,22659.95,218.56,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 08/10/2005: R$32.000.000,00."
704,705,"Catalão, GO",2005-10-08,3,11,13,15,26,43,0,144,11514,0,11780.58,146.78,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 15/10/2005: R$36.000.000,00."
705,706,"Blumenau, SC",2005-10-15,2,7,10,17,22,60,0,282,15980,0,7866.56,138.3,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso, a ser realizado em 19/10/2005: R$40.000.000,00."
706,707,"MACAPÁ, AP",2005-10-19,1,8,10,36,43,51,2,140,12461,19919975.72,14306.28,160.12,,MG,0,0,0,NAO,SIM,"Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 22/10/2005: R$1.500.000,00."
707,708,"MACAPÁ, AP",2005-10-22,7,9,13,39,45,47,0,102,5998,0,6567.35,111.26,,,0,0,0,SIM,SIM,"Acumulou!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 26/10/2005: R$2.000.000,00."
708,709,"JUAZEIRO, BA",2005-10-26,4,6,9,22,29,44,0,106,5202,0,5881.47,119.39,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 29/10/2005: R$13.000.000,00."
709,710,"JUAZEIRO, BA",2005-10-29,5,25,34,39,46,49,0,48,4608,0,21483.28,222.94,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 05/11/2005: R$15.000.000,00."
710,711,"Juazeiro do Norte, CE",2005-11-05,5,10,33,40,41,59,0,79,5840,0,18118.11,244.16,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 09/11/2005: R$17.000.000,00."
711,712,"Guaratinguetá, SP",2005-11-09,7,8,35,43,53,58,0,97,5637,0,12122.15,207.81,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 12/11/2005: R$20.000.000,00."
712,713,"Lorena, SP",2005-11-12,1,12,16,26,46,54,0,67,5838,0,20438.81,233.68,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 16/11/2005: R$22.000.000,00."
713,714,"ALFENAS, MG",2005-11-16,7,8,17,35,39,53,0,113,10955,0,9766.45,100.36,,,0,0,0,SIM,SIM,"ACUMULOU! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 19/11/2005: R$32.000.000,00"
714,715,"ALFENAS, MG",2005-11-19,4,12,24,33,36,54,3,237,13134,10825809.33,6910.89,124.24,,GO,0,0,0,NAO,SIM,"Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 23/11/2005: R$1.000.000,00."
715,716,"Medina, MG",2005-11-23,2,7,16,29,32,50,1,37,2512,945382.75,14600.51,214.25,,RJ,0,0,0,NAO,SIM,"Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 26/11/2005: R$1.000.000,00."
716,717,"Araçuaí, MG",2005-11-26,6,17,23,28,35,41,0,68,3816,0,8956.76,159,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso, a ser realizado em 30/11/2005: R$2.000.000,00."
717,718,"Sananduva, RS",2005-11-30,7,21,33,35,39,58,0,41,2893,0,13759.23,194.26,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 03/12/2005: R$3.000.000,00."
718,719,"Panambi, RS",2005-12-03,3,32,37,39,47,53,0,63,3553,0,12737,225,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 07/12/2005: R$10.000.000,00."
719,720,"Votorantim, SP",2005-12-07,12,31,44,51,54,56,0,20,2606,0,45658.99,349.09,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso a ser realizado em 10/12/2005: R$12.000.000,00."
720,721,"Votorantim, SP",2005-12-10,3,14,23,25,36,55,0,99,6723,0,11025.33,161.75,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso, a ser realizado em 14/12/2005: R$14.000.000,00."
721,722,"Mococa, SP",2005-12-14,9,18,36,44,57,60,0,85,5334,0,12704.05,201.68,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 17/12/2005: R$16.000.000,00."
722,723,"Serrana, SP",2005-12-17,1,6,16,36,50,52,0,49,4000,0,25242.04,308.05,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 21/12/2005: R$18.000.000,00."
723,724,"Campinas, SP",2005-12-21,17,27,34,48,51,55,0,102,6190,0,12537.87,205.82,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso, a ser realizado em 31/12/2005, às 22 horas: R$30.000.000,00."
724,725,"São Paulo, SP",2005-12-31,3,9,35,37,41,49,2,343,20451,15815987.63,10298.59,172.08,,MG,0,0,0,NAO,SIM,"Estimativa de prêmio (SENA) para o próximo concurso, a ser realizado em 04/01/2006: R$1.000.000,00."
725,726,"NOVA FRIBURGO, RJ",2006-01-04,1,5,7,37,40,47,0,35,2838,0,15459.49,189.94,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 07/01/2006: R$2.000.000,00."
726,727,"Nova Friburgo, RJ",2006-01-07,4,12,14,30,42,59,0,29,2688,0,25008.46,268.79,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 11/01/2006: R$3.000.000,00."
727,728,"Santos, SP",2006-01-11,8,13,24,32,42,44,0,81,5381,0,8575.31,128.59,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 14/01/2006: R$5.000.000,00."
728,729,"GUARUJÁ, SP",2006-01-14,5,18,33,43,56,57,1,51,5041,4969519.9,17231.34,173.67,,MG,0,0,0,NAO,SIM,"Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 18/01/2006: R$9.000.000,00."
729,730,"Campos dos Goytacazes, RJ",2006-01-18,2,15,16,45,50,54,0,34,2824,0,23412.97,280.82,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 21/01/2006: R$11.000.000,00."
730,731,"Campos dos Goytacazes, RJ",2006-01-21,6,15,16,23,28,35,0,88,6659,0,11554.63,152.12,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 25/01/2006: R$13.000.000,00."
731,732,"Várzea Paulista, SP",2006-01-25,6,17,19,49,50,53,0,65,4196,0,14610.54,225.48,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 28/01/2006: R$14.000.000,00."
732,733,"Águas de Lindóia, SP",2006-01-28,2,12,26,31,43,46,0,67,5110,0,16737.98,218.63,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 01/02/2006: R$17.000.000,00."
733,734,"União da Vitória, PR",2006-02-01,27,29,43,44,45,54,1,58,3984,16726569.98,19354,280.69,,MG,0,0,0,NAO,SIM,"Estimativa de prêmio (sena) para o próximo concurso a ser realizado em 04/02/2006: R$8.000.000,00."
734,735,"General Carneiro, PR",2006-02-04,9,15,38,40,42,52,0,33,3043,0,27163.91,293.47,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 08/02/2006: R$9.000.000,00."
735,736,"LAVRAS, MG",2006-02-08,1,21,38,41,49,56,0,19,2190,0,47835.6,413.44,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 11/02/2006: R$11.000.000,00."
736,737,"LAVRAS, MG",2006-02-11,11,12,24,32,33,38,0,65,6267,0,18730.63,193.54,,,0,0,0,SIM,SIM,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 15/02/2006: R$13.000.000,00."
